Initial Setup: num_clients=1, num_sigma_values=[5, 10, 15, 20], kappa_join_values=[0.3, 0.5, 0.8], N_r_values=[10, 20, 30]
num_sigma:15, kappa_join:0.3, N_r:10, f1_score:0.015966029723991505, precission:0.008050012845765179, recall:0.9591836734693877
num_sigma:10, kappa_join:0.8, N_r:10, f1_score:0.018704469383736953, precission:0.009443339960238568, recall:0.9693877551020408
num_sigma:10, kappa_join:0.5, N_r:10, f1_score:0.07652173913043478, precission:0.03996366939146231, recall:0.8979591836734694
num_sigma:15, kappa_join:0.3, N_r:20, f1_score:0.07804878048780489, precission:0.04079740380157627, recall:0.8979591836734694
num_sigma:10, kappa_join:0.3, N_r:10, f1_score:0.059582919563058584, precission:0.030790283954840916, recall:0.9183673469387755
num_sigma:10, kappa_join:0.8, N_r:20, f1_score:0.09601873536299767, precission:0.05093167701863354, recall:0.8367346938775511
num_sigma:10, kappa_join:0.5, N_r:20, f1_score:0.09071729957805907, precission:0.047830923248053395, recall:0.8775510204081632
num_sigma:15, kappa_join:0.5, N_r:10, f1_score:0.017948233515964484, precission:0.009057971014492754, recall:0.9693877551020408
num_sigma:10, kappa_join:0.3, N_r:20, f1_score:0.05021897810218978, precission:0.025849113315299068, recall:0.8775510204081632
num_sigma:10, kappa_join:0.8, N_r:30, f1_score:0.06368460955269144, precission:0.03307086614173228, recall:0.8571428571428571
num_sigma:15, kappa_join:0.8, N_r:10, f1_score:0.01959353830119854, precission:0.009897862482889333, recall:0.9591836734693877
num_sigma:10, kappa_join:0.5, N_r:30, f1_score:0.04438709677419355, precission:0.022769393698702674, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:30, f1_score:0.03208556149732621, precission:0.016338028169014085, recall:0.8877551020408163
num_sigma:10, kappa_join:0.3, N_r:30, f1_score:0.024314390726604466, precission:0.012327981651376147, recall:0.8775510204081632
num_sigma:5, kappa_join:0.5, N_r:10, f1_score:0.02644119907763259, precission:0.013422818791946308, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:5, kappa_join:0.5, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:15, kappa_join:0.5, N_r:20, f1_score:0.02221149203283438, precission:0.011238700219887612, recall:0.9387755102040817
num_sigma:5, kappa_join:0.5, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:5, kappa_join:0.3, N_r:10, f1_score:0.026925485284909203, precission:0.013672496025437202, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:20, f1_score:0.03238414293690676, precission:0.016492890995260665, recall:0.8877551020408163
num_sigma:5, kappa_join:0.8, N_r:10, f1_score:0.026588344411810173, precission:0.013498665829540103, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:15, kappa_join:0.3, N_r:30, f1_score:0.07258064516129033, precission:0.037783375314861464, recall:0.9183673469387755
num_sigma:15, kappa_join:0.5, N_r:30, f1_score:0.0818014705882353, precission:0.04282964388835419, recall:0.9081632653061225
num_sigma:15, kappa_join:0.8, N_r:20, f1_score:0.02561307901907357, precission:0.012979839823253245, recall:0.9591836734693877
num_sigma:20, kappa_join:0.3, N_r:10, f1_score:0.015374861309240765, precission:0.0077476038338658145, recall:0.9897959183673469
num_sigma:20, kappa_join:0.5, N_r:10, f1_score:0.016526109549365363, precission:0.008332617472725712, recall:0.9897959183673469
num_sigma:20, kappa_join:0.8, N_r:10, f1_score:0.017192484934420417, precission:0.008671553727874128, recall:0.9897959183673469
num_sigma:20, kappa_join:0.3, N_r:20, f1_score:0.02290748898678414, precission:0.01159678858162355, recall:0.9285714285714286
num_sigma:15, kappa_join:0.8, N_r:30, f1_score:0.053475935828877004, precission:0.027539779681762546, recall:0.9183673469387755
num_sigma:20, kappa_join:0.5, N_r:20, f1_score:0.013825220112057047, precission:0.006962257237083181, recall:0.9693877551020408
num_sigma:20, kappa_join:0.8, N_r:20, f1_score:0.01278380717757507, precission:0.006433885128342604, recall:0.9795918367346939
num_sigma:20, kappa_join:0.3, N_r:30, f1_score:0.08532249873031997, precission:0.04489577765900588, recall:0.8571428571428571
num_sigma:20, kappa_join:0.5, N_r:30, f1_score:0.020727673649393603, precission:0.010477039679001338, recall:0.9591836734693877
num_sigma:20, kappa_join:0.8, N_r:30, f1_score:0.015415495784825371, precission:0.007768875940762321, recall:0.9795918367346939
Round 1: Metrics: {'accuracy': 0.9828833257259225, 'precision': 0.0721951219512195, 'recall': 0.7551020408163265, 'f1_score': 0.13178984861976847}, ROC AUC: 0.9502393106933263
Round 1: Metrics: {'accuracy': 0.991906885291949, 'precision': 0.16074766355140188, 'recall': 0.8775510204081632, 'f1_score': 0.2717219589257504}, ROC AUC: 0.915700762578526

Round 2: Metrics: {'accuracy': 0.9963308872581721, 'precision': 0.30526315789473685, 'recall': 0.8877551020408163, 'f1_score': 0.45430809399477806}, ROC AUC: 0.9233688973619837

Round 1: Metrics: {'accuracy': 0.9990344440153085, 'precision': 0.7590361445783133, 'recall': 0.6428571428571429, 'f1_score': 0.6961325966850829}, ROC AUC: 0.9210761013747086

Round 1: Metrics: {'accuracy': 0.9990344440153085, 'precision': 0.7590361445783133, 'recall': 0.6428571428571429, 'f1_score': 0.6961325966850829}, ROC AUC: 0.9210761013747086

Round 2: Metrics: {'accuracy': 0.9990519995786665, 'precision': 0.775, 'recall': 0.6326530612244898, 'f1_score': 0.6966292134831462}, ROC AUC: 0.9118334974676421

Round 1: Metrics: {'accuracy': 0.9990344440153085, 'precision': 0.7590361445783133, 'recall': 0.6428571428571429, 'f1_score': 0.6961325966850829}, ROC AUC: 0.9210761013747086

Round 2: Metrics: {'accuracy': 0.9990519995786665, 'precision': 0.775, 'recall': 0.6326530612244898, 'f1_score': 0.6966292134831462}, ROC AUC: 0.9118334974676421

Round 3: Metrics: {'accuracy': 0.9989993328885924, 'precision': 0.759493670886076, 'recall': 0.6122448979591837, 'f1_score': 0.6779661016949152}, ROC AUC: 0.9007228489313566

Round 1: Metrics: {'accuracy': 0.9990344440153085, 'precision': 0.7590361445783133, 'recall': 0.6428571428571429, 'f1_score': 0.6961325966850829}, ROC AUC: 0.9210761013747086

Round 2: Metrics: {'accuracy': 0.9990519995786665, 'precision': 0.775, 'recall': 0.6326530612244898, 'f1_score': 0.6966292134831462}, ROC AUC: 0.9118334974676421

Round 3: Metrics: {'accuracy': 0.9989993328885924, 'precision': 0.759493670886076, 'recall': 0.6122448979591837, 'f1_score': 0.6779661016949152}, ROC AUC: 0.9007228489313566

Round 4: Metrics: {'accuracy': 0.9937853305712581, 'precision': 0.18159203980099503, 'recall': 0.7448979591836735, 'f1_score': 0.29200000000000004}, ROC AUC: 0.9380771019719086

Round 1: Metrics: {'accuracy': 0.9990344440153085, 'precision': 0.7590361445783133, 'recall': 0.6428571428571429, 'f1_score': 0.6961325966850829}, ROC AUC: 0.9210761013747086

Round 2: Metrics: {'accuracy': 0.9990519995786665, 'precision': 0.775, 'recall': 0.6326530612244898, 'f1_score': 0.6966292134831462}, ROC AUC: 0.9118334974676421

Round 3: Metrics: {'accuracy': 0.9989993328885924, 'precision': 0.759493670886076, 'recall': 0.6122448979591837, 'f1_score': 0.6779661016949152}, ROC AUC: 0.9007228489313566

Round 4: Metrics: {'accuracy': 0.9937853305712581, 'precision': 0.18159203980099503, 'recall': 0.7448979591836735, 'f1_score': 0.29200000000000004}, ROC AUC: 0.9380771019719086

Round 5: Metrics: {'accuracy': 0.9989817773252344, 'precision': 0.7439024390243902, 'recall': 0.6224489795918368, 'f1_score': 0.6777777777777778}, ROC AUC: 0.8954636124286518

Round 1: Metrics: {'accuracy': 0.9990344440153085, 'precision': 0.7590361445783133, 'recall': 0.6428571428571429, 'f1_score': 0.6961325966850829}, ROC AUC: 0.9210761013747086

Round 2: Metrics: {'accuracy': 0.9990519995786665, 'precision': 0.775, 'recall': 0.6326530612244898, 'f1_score': 0.6966292134831462}, ROC AUC: 0.9118334974676421

Round 3: Metrics: {'accuracy': 0.9989993328885924, 'precision': 0.759493670886076, 'recall': 0.6122448979591837, 'f1_score': 0.6779661016949152}, ROC AUC: 0.9007228489313566

Round 4: Metrics: {'accuracy': 0.9937853305712581, 'precision': 0.18159203980099503, 'recall': 0.7448979591836735, 'f1_score': 0.29200000000000004}, ROC AUC: 0.9380771019719086

Round 5: Metrics: {'accuracy': 0.9989817773252344, 'precision': 0.7439024390243902, 'recall': 0.6224489795918368, 'f1_score': 0.6777777777777778}, ROC AUC: 0.8954636124286518

Round 6: Metrics: {'accuracy': 0.9989993328885924, 'precision': 0.7469879518072289, 'recall': 0.6326530612244898, 'f1_score': 0.6850828729281768}, ROC AUC: 0.8988747229336305

Round 1: Metrics: {'accuracy': 0.9397844176819634, 'precision': 0.02318259874069834, 'recall': 0.826530612244898, 'f1_score': 0.04510022271714922}, ROC AUC: 0.9793945346146337

Round 1: Metrics: {'accuracy': 0.9397844176819634, 'precision': 0.02318259874069834, 'recall': 0.826530612244898, 'f1_score': 0.04510022271714922}, ROC AUC: 0.9793945346146337

Round 2: Metrics: {'accuracy': 0.9776342122818721, 'precision': 0.06315007429420505, 'recall': 0.8673469387755102, 'f1_score': 0.11772853185595568}, ROC AUC: 0.9828100415743112

Round 1: Metrics: {'accuracy': 0.9397844176819634, 'precision': 0.02318259874069834, 'recall': 0.826530612244898, 'f1_score': 0.04510022271714922}, ROC AUC: 0.9793945346146337

Round 2: Metrics: {'accuracy': 0.9776342122818721, 'precision': 0.06315007429420505, 'recall': 0.8673469387755102, 'f1_score': 0.11772853185595568}, ROC AUC: 0.9828100415743112

Round 3: Metrics: {'accuracy': 0.9853411045960465, 'precision': 0.09191583610188261, 'recall': 0.8469387755102041, 'f1_score': 0.16583416583416585}, ROC AUC: 0.9806656483640164

Round 1: Metrics: {'accuracy': 0.9722973210210316, 'precision': 0.051515151515151514, 'recall': 0.8673469387755102, 'f1_score': 0.09725400457665903}, ROC AUC: 0.9825485871050728

Round 1: Metrics: {'accuracy': 0.9722973210210316, 'precision': 0.051515151515151514, 'recall': 0.8673469387755102, 'f1_score': 0.09725400457665903}, ROC AUC: 0.9825485871050728

Round 2: Metrics: {'accuracy': 0.9762648783399459, 'precision': 0.06092436974789916, 'recall': 0.8877551020408163, 'f1_score': 0.11402359108781127}, ROC AUC: 0.9827974802751714

Round 1: Metrics: {'accuracy': 0.9907306625469612, 'precision': 0.13559322033898305, 'recall': 0.8163265306122449, 'f1_score': 0.23255813953488375}, ROC AUC: 0.9424391028217702

Round 1: Metrics: {'accuracy': 0.9907306625469612, 'precision': 0.13559322033898305, 'recall': 0.8163265306122449, 'f1_score': 0.23255813953488375}, ROC AUC: 0.9424391028217702

Round 2: Metrics: {'accuracy': 0.9899582177592079, 'precision': 0.12735849056603774, 'recall': 0.826530612244898, 'f1_score': 0.220708446866485}, ROC AUC: 0.9223822073145521

Round 1: Metrics: {'accuracy': 0.9907306625469612, 'precision': 0.13559322033898305, 'recall': 0.8163265306122449, 'f1_score': 0.23255813953488375}, ROC AUC: 0.9424391028217702

Round 2: Metrics: {'accuracy': 0.9899582177592079, 'precision': 0.12735849056603774, 'recall': 0.826530612244898, 'f1_score': 0.220708446866485}, ROC AUC: 0.9223822073145521

Round 3: Metrics: {'accuracy': 0.9891506618447385, 'precision': 0.12099125364431487, 'recall': 0.8469387755102041, 'f1_score': 0.21173469387755103}, ROC AUC: 0.9214864969623191

Round 1: Metrics: {'accuracy': 0.9907306625469612, 'precision': 0.13559322033898305, 'recall': 0.8163265306122449, 'f1_score': 0.23255813953488375}, ROC AUC: 0.9424391028217702

Round 2: Metrics: {'accuracy': 0.9899582177592079, 'precision': 0.12735849056603774, 'recall': 0.826530612244898, 'f1_score': 0.220708446866485}, ROC AUC: 0.9223822073145521

Round 3: Metrics: {'accuracy': 0.9891506618447385, 'precision': 0.12099125364431487, 'recall': 0.8469387755102041, 'f1_score': 0.21173469387755103}, ROC AUC: 0.9214864969623191

Round 4: Metrics: {'accuracy': 0.988149994733331, 'precision': 0.11481975967957277, 'recall': 0.8775510204081632, 'f1_score': 0.20306965761511214}, ROC AUC: 0.92639742658459

Round 1: Metrics: {'accuracy': 0.9907306625469612, 'precision': 0.13559322033898305, 'recall': 0.8163265306122449, 'f1_score': 0.23255813953488375}, ROC AUC: 0.9424391028217702

Round 2: Metrics: {'accuracy': 0.9899582177592079, 'precision': 0.12735849056603774, 'recall': 0.826530612244898, 'f1_score': 0.220708446866485}, ROC AUC: 0.9223822073145521

Round 3: Metrics: {'accuracy': 0.9891506618447385, 'precision': 0.12099125364431487, 'recall': 0.8469387755102041, 'f1_score': 0.21173469387755103}, ROC AUC: 0.9214864969623191

Round 4: Metrics: {'accuracy': 0.988149994733331, 'precision': 0.11481975967957277, 'recall': 0.8775510204081632, 'f1_score': 0.20306965761511214}, ROC AUC: 0.92639742658459

Round 5: Metrics: {'accuracy': 0.9851128822723921, 'precision': 0.0906113537117904, 'recall': 0.8469387755102041, 'f1_score': 0.16370808678500987}, ROC AUC: 0.9220942843935549

Round 1: Metrics: {'accuracy': 0.9858151048067132, 'precision': 0.09474885844748858, 'recall': 0.8469387755102041, 'f1_score': 0.1704312114989733}, ROC AUC: 0.9531531731994993

Round 1: Metrics: {'accuracy': 0.9858151048067132, 'precision': 0.09474885844748858, 'recall': 0.8469387755102041, 'f1_score': 0.1704312114989733}, ROC AUC: 0.9531531731994993

Round 2: Metrics: {'accuracy': 0.9898177732523437, 'precision': 0.12461059190031153, 'recall': 0.8163265306122449, 'f1_score': 0.21621621621621623}, ROC AUC: 0.9558412014918517

Round 1: Metrics: {'accuracy': 0.9858151048067132, 'precision': 0.09474885844748858, 'recall': 0.8469387755102041, 'f1_score': 0.1704312114989733}, ROC AUC: 0.9531531731994993

Round 2: Metrics: {'accuracy': 0.9898177732523437, 'precision': 0.12461059190031153, 'recall': 0.8163265306122449, 'f1_score': 0.21621621621621623}, ROC AUC: 0.9558412014918517

Round 3: Metrics: {'accuracy': 0.9783188792528352, 'precision': 0.06636155606407322, 'recall': 0.8877551020408163, 'f1_score': 0.12349183818310858}, ROC AUC: 0.9497451132957404

Round 1: Metrics: {'accuracy': 0.9858151048067132, 'precision': 0.09474885844748858, 'recall': 0.8469387755102041, 'f1_score': 0.1704312114989733}, ROC AUC: 0.9531531731994993

Round 2: Metrics: {'accuracy': 0.9898177732523437, 'precision': 0.12461059190031153, 'recall': 0.8163265306122449, 'f1_score': 0.21621621621621623}, ROC AUC: 0.9558412014918517

Round 3: Metrics: {'accuracy': 0.9783188792528352, 'precision': 0.06636155606407322, 'recall': 0.8877551020408163, 'f1_score': 0.12349183818310858}, ROC AUC: 0.9497451132957404

Round 4: Metrics: {'accuracy': 0.9817948807977248, 'precision': 0.07892376681614349, 'recall': 0.8979591836734694, 'f1_score': 0.14509480626545754}, ROC AUC: 0.9418798558393533

Round 1: Metrics: {'accuracy': 0.9858151048067132, 'precision': 0.09474885844748858, 'recall': 0.8469387755102041, 'f1_score': 0.1704312114989733}, ROC AUC: 0.9531531731994993

Round 2: Metrics: {'accuracy': 0.9898177732523437, 'precision': 0.12461059190031153, 'recall': 0.8163265306122449, 'f1_score': 0.21621621621621623}, ROC AUC: 0.9558412014918517

Round 3: Metrics: {'accuracy': 0.9783188792528352, 'precision': 0.06636155606407322, 'recall': 0.8877551020408163, 'f1_score': 0.12349183818310858}, ROC AUC: 0.9497451132957404

Round 4: Metrics: {'accuracy': 0.9817948807977248, 'precision': 0.07892376681614349, 'recall': 0.8979591836734694, 'f1_score': 0.14509480626545754}, ROC AUC: 0.9418798558393533

Round 5: Metrics: {'accuracy': 0.9472806432358415, 'precision': 0.029783101327290385, 'recall': 0.9387755102040817, 'f1_score': 0.0577345465955444}, ROC AUC: 0.9406156508044974

Round 1: Metrics: {'accuracy': 0.9554615357606826, 'precision': 0.031861804222648754, 'recall': 0.8469387755102041, 'f1_score': 0.06141324454310026}, ROC AUC: 0.9738802140158258

Round 1: Metrics: {'accuracy': 0.9554615357606826, 'precision': 0.031861804222648754, 'recall': 0.8469387755102041, 'f1_score': 0.06141324454310026}, ROC AUC: 0.9738802140158258

Round 2: Metrics: {'accuracy': 0.9785822127032057, 'precision': 0.06646058732612056, 'recall': 0.8775510204081632, 'f1_score': 0.1235632183908046}, ROC AUC: 0.9738360700217059

Round 1: Metrics: {'accuracy': 0.9554615357606826, 'precision': 0.031861804222648754, 'recall': 0.8469387755102041, 'f1_score': 0.06141324454310026}, ROC AUC: 0.9738802140158258

Round 2: Metrics: {'accuracy': 0.9785822127032057, 'precision': 0.06646058732612056, 'recall': 0.8775510204081632, 'f1_score': 0.1235632183908046}, ROC AUC: 0.9738360700217059

Round 3: Metrics: {'accuracy': 0.9800919911519961, 'precision': 0.07119205298013245, 'recall': 0.8775510204081632, 'f1_score': 0.1316998468606432}, ROC AUC: 0.969301979373629

Round 1: Metrics: {'accuracy': 0.9554615357606826, 'precision': 0.031861804222648754, 'recall': 0.8469387755102041, 'f1_score': 0.06141324454310026}, ROC AUC: 0.9738802140158258

Round 2: Metrics: {'accuracy': 0.9785822127032057, 'precision': 0.06646058732612056, 'recall': 0.8775510204081632, 'f1_score': 0.1235632183908046}, ROC AUC: 0.9738360700217059

Round 3: Metrics: {'accuracy': 0.9800919911519961, 'precision': 0.07119205298013245, 'recall': 0.8775510204081632, 'f1_score': 0.1316998468606432}, ROC AUC: 0.969301979373629

Round 4: Metrics: {'accuracy': 0.9868157719181209, 'precision': 0.1003671970624235, 'recall': 0.8367346938775511, 'f1_score': 0.17923497267759564}, ROC AUC: 0.9514112799030697

Round 1: Metrics: {'accuracy': 0.9554615357606826, 'precision': 0.031861804222648754, 'recall': 0.8469387755102041, 'f1_score': 0.06141324454310026}, ROC AUC: 0.9738802140158258

Round 2: Metrics: {'accuracy': 0.9785822127032057, 'precision': 0.06646058732612056, 'recall': 0.8775510204081632, 'f1_score': 0.1235632183908046}, ROC AUC: 0.9738360700217059

Round 3: Metrics: {'accuracy': 0.9800919911519961, 'precision': 0.07119205298013245, 'recall': 0.8775510204081632, 'f1_score': 0.1316998468606432}, ROC AUC: 0.969301979373629

Round 4: Metrics: {'accuracy': 0.9868157719181209, 'precision': 0.1003671970624235, 'recall': 0.8367346938775511, 'f1_score': 0.17923497267759564}, ROC AUC: 0.9514112799030697

Round 5: Metrics: {'accuracy': 0.9874126610722939, 'precision': 0.10371318822023047, 'recall': 0.826530612244898, 'f1_score': 0.18430034129692832}, ROC AUC: 0.936782032030595

Round 1: Metrics: {'accuracy': 0.9867806607914048, 'precision': 0.09815950920245399, 'recall': 0.8163265306122449, 'f1_score': 0.1752464403066813}, ROC AUC: 0.9522077559920985

Round 1: Metrics: {'accuracy': 0.9867806607914048, 'precision': 0.09815950920245399, 'recall': 0.8163265306122449, 'f1_score': 0.1752464403066813}, ROC AUC: 0.9522077559920985

Round 2: Metrics: {'accuracy': 0.9810399915733296, 'precision': 0.07229965156794425, 'recall': 0.8469387755102041, 'f1_score': 0.1332263242375602}, ROC AUC: 0.9396948178539846

Round 1: Metrics: {'accuracy': 0.9867806607914048, 'precision': 0.09815950920245399, 'recall': 0.8163265306122449, 'f1_score': 0.1752464403066813}, ROC AUC: 0.9522077559920985

Round 2: Metrics: {'accuracy': 0.9810399915733296, 'precision': 0.07229965156794425, 'recall': 0.8469387755102041, 'f1_score': 0.1332263242375602}, ROC AUC: 0.9396948178539846

Round 3: Metrics: {'accuracy': 0.9871668831852815, 'precision': 0.1018867924528302, 'recall': 0.826530612244898, 'f1_score': 0.18141097424412095}, ROC AUC: 0.9153700415168881

Round 1: Metrics: {'accuracy': 0.9867806607914048, 'precision': 0.09815950920245399, 'recall': 0.8163265306122449, 'f1_score': 0.1752464403066813}, ROC AUC: 0.9522077559920985

Round 2: Metrics: {'accuracy': 0.9810399915733296, 'precision': 0.07229965156794425, 'recall': 0.8469387755102041, 'f1_score': 0.1332263242375602}, ROC AUC: 0.9396948178539846

Round 3: Metrics: {'accuracy': 0.9871668831852815, 'precision': 0.1018867924528302, 'recall': 0.826530612244898, 'f1_score': 0.18141097424412095}, ROC AUC: 0.9153700415168881

Round 4: Metrics: {'accuracy': 0.9880973280432569, 'precision': 0.11021505376344086, 'recall': 0.8367346938775511, 'f1_score': 0.19477434679334915}, ROC AUC: 0.9190148819094323

Round 1: Metrics: {'accuracy': 0.9867806607914048, 'precision': 0.09815950920245399, 'recall': 0.8163265306122449, 'f1_score': 0.1752464403066813}, ROC AUC: 0.9522077559920985

Round 2: Metrics: {'accuracy': 0.9810399915733296, 'precision': 0.07229965156794425, 'recall': 0.8469387755102041, 'f1_score': 0.1332263242375602}, ROC AUC: 0.9396948178539846

Round 3: Metrics: {'accuracy': 0.9871668831852815, 'precision': 0.1018867924528302, 'recall': 0.826530612244898, 'f1_score': 0.18141097424412095}, ROC AUC: 0.9153700415168881

Round 4: Metrics: {'accuracy': 0.9880973280432569, 'precision': 0.11021505376344086, 'recall': 0.8367346938775511, 'f1_score': 0.19477434679334915}, ROC AUC: 0.9190148819094323

Round 5: Metrics: {'accuracy': 0.9795828798146132, 'precision': 0.0681265206812652, 'recall': 0.8571428571428571, 'f1_score': 0.12622088655146507}, ROC AUC: 0.9233742807759007

Round 1: Metrics: {'accuracy': 0.9850777711456761, 'precision': 0.08951965065502183, 'recall': 0.8367346938775511, 'f1_score': 0.16173570019723865}, ROC AUC: 0.96037260043297

Round 1: Metrics: {'accuracy': 0.9850777711456761, 'precision': 0.08951965065502183, 'recall': 0.8367346938775511, 'f1_score': 0.16173570019723865}, ROC AUC: 0.96037260043297

Round 2: Metrics: {'accuracy': 0.9885186615638496, 'precision': 0.11388888888888889, 'recall': 0.8367346938775511, 'f1_score': 0.2004889975550122}, ROC AUC: 0.945138615730479

Round 1: Metrics: {'accuracy': 0.9850777711456761, 'precision': 0.08951965065502183, 'recall': 0.8367346938775511, 'f1_score': 0.16173570019723865}, ROC AUC: 0.96037260043297

Round 2: Metrics: {'accuracy': 0.9885186615638496, 'precision': 0.11388888888888889, 'recall': 0.8367346938775511, 'f1_score': 0.2004889975550122}, ROC AUC: 0.945138615730479

Round 3: Metrics: {'accuracy': 0.9864997717776763, 'precision': 0.0991636798088411, 'recall': 0.8469387755102041, 'f1_score': 0.17754010695187164}, ROC AUC: 0.942003853806576

Round 1: Metrics: {'accuracy': 0.9850777711456761, 'precision': 0.08951965065502183, 'recall': 0.8367346938775511, 'f1_score': 0.16173570019723865}, ROC AUC: 0.96037260043297

Round 2: Metrics: {'accuracy': 0.9885186615638496, 'precision': 0.11388888888888889, 'recall': 0.8367346938775511, 'f1_score': 0.2004889975550122}, ROC AUC: 0.945138615730479

Round 3: Metrics: {'accuracy': 0.9864997717776763, 'precision': 0.0991636798088411, 'recall': 0.8469387755102041, 'f1_score': 0.17754010695187164}, ROC AUC: 0.942003853806576

Round 4: Metrics: {'accuracy': 0.9778273234788104, 'precision': 0.0643231114435303, 'recall': 0.8775510204081632, 'f1_score': 0.11986062717770035}, ROC AUC: 0.9484584773695635

Round 1: Metrics: {'accuracy': 0.9850777711456761, 'precision': 0.08951965065502183, 'recall': 0.8367346938775511, 'f1_score': 0.16173570019723865}, ROC AUC: 0.96037260043297

Round 2: Metrics: {'accuracy': 0.9885186615638496, 'precision': 0.11388888888888889, 'recall': 0.8367346938775511, 'f1_score': 0.2004889975550122}, ROC AUC: 0.945138615730479

Round 3: Metrics: {'accuracy': 0.9864997717776763, 'precision': 0.0991636798088411, 'recall': 0.8469387755102041, 'f1_score': 0.17754010695187164}, ROC AUC: 0.942003853806576

Round 4: Metrics: {'accuracy': 0.9778273234788104, 'precision': 0.0643231114435303, 'recall': 0.8775510204081632, 'f1_score': 0.11986062717770035}, ROC AUC: 0.9484584773695635

Round 5: Metrics: {'accuracy': 0.9829711035427127, 'precision': 0.08076923076923077, 'recall': 0.8571428571428571, 'f1_score': 0.1476274165202109}, ROC AUC: 0.9469997516451713

Round 1: Metrics: {'accuracy': 0.9528106456936203, 'precision': 0.03011611030478955, 'recall': 0.8469387755102041, 'f1_score': 0.058163980378416254}, ROC AUC: 0.9734749326714366

Round 1: Metrics: {'accuracy': 0.9528106456936203, 'precision': 0.03011611030478955, 'recall': 0.8469387755102041, 'f1_score': 0.058163980378416254}, ROC AUC: 0.9734749326714366

Round 2: Metrics: {'accuracy': 0.955075313366806, 'precision': 0.03301707779886148, 'recall': 0.8877551020408163, 'f1_score': 0.0636663007683864}, ROC AUC: 0.9794418189335385

Round 1: Metrics: {'accuracy': 0.9528106456936203, 'precision': 0.03011611030478955, 'recall': 0.8469387755102041, 'f1_score': 0.058163980378416254}, ROC AUC: 0.9734749326714366

Round 2: Metrics: {'accuracy': 0.955075313366806, 'precision': 0.03301707779886148, 'recall': 0.8877551020408163, 'f1_score': 0.0636663007683864}, ROC AUC: 0.9794418189335385

Round 3: Metrics: {'accuracy': 0.9843579930479969, 'precision': 0.08740894901144641, 'recall': 0.8571428571428571, 'f1_score': 0.15864022662889518}, ROC AUC: 0.9707361208411334

Round 1: Metrics: {'accuracy': 0.9528106456936203, 'precision': 0.03011611030478955, 'recall': 0.8469387755102041, 'f1_score': 0.058163980378416254}, ROC AUC: 0.9734749326714366

Round 2: Metrics: {'accuracy': 0.955075313366806, 'precision': 0.03301707779886148, 'recall': 0.8877551020408163, 'f1_score': 0.0636663007683864}, ROC AUC: 0.9794418189335385

Round 3: Metrics: {'accuracy': 0.9843579930479969, 'precision': 0.08740894901144641, 'recall': 0.8571428571428571, 'f1_score': 0.15864022662889518}, ROC AUC: 0.9707361208411334

Round 4: Metrics: {'accuracy': 0.9933464414873073, 'precision': 0.17848970251716248, 'recall': 0.7959183673469388, 'f1_score': 0.29158878504672897}, ROC AUC: 0.9607315844176725

Round 1: Metrics: {'accuracy': 0.9528106456936203, 'precision': 0.03011611030478955, 'recall': 0.8469387755102041, 'f1_score': 0.058163980378416254}, ROC AUC: 0.9734749326714366

Round 2: Metrics: {'accuracy': 0.955075313366806, 'precision': 0.03301707779886148, 'recall': 0.8877551020408163, 'f1_score': 0.0636663007683864}, ROC AUC: 0.9794418189335385

Round 3: Metrics: {'accuracy': 0.9843579930479969, 'precision': 0.08740894901144641, 'recall': 0.8571428571428571, 'f1_score': 0.15864022662889518}, ROC AUC: 0.9707361208411334

Round 4: Metrics: {'accuracy': 0.9933464414873073, 'precision': 0.17848970251716248, 'recall': 0.7959183673469388, 'f1_score': 0.29158878504672897}, ROC AUC: 0.9607315844176725

Round 5: Metrics: {'accuracy': 0.9905551069133809, 'precision': 0.12837837837837837, 'recall': 0.7755102040816326, 'f1_score': 0.22028985507246374}, ROC AUC: 0.9478554452872877

Round 1: Metrics: {'accuracy': 0.9827253256557003, 'precision': 0.07809523809523809, 'recall': 0.8367346938775511, 'f1_score': 0.14285714285714285}, ROC AUC: 0.9441058077704916

Round 1: Metrics: {'accuracy': 0.9889399950844423, 'precision': 0.10997067448680352, 'recall': 0.7653061224489796, 'f1_score': 0.1923076923076923}, ROC AUC: 0.9273174520230152

Round 1: Metrics: {'accuracy': 0.9889399950844423, 'precision': 0.10997067448680352, 'recall': 0.7653061224489796, 'f1_score': 0.1923076923076923}, ROC AUC: 0.9273174520230152

